Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID	Gene name	Gene type
Y	77507468	77518394	1	ENSMUSG00000101602	Gm28700	unprocessed_pseudogene
Y	77578588	77579283	-1	ENSMUSG00000099953	Gm28699	unprocessed_pseudogene
Y	40322851	40328096	1	ENSMUSG00000100043	Gm29433	lncRNA
Y	77615500	77615814	-1	ENSMUSG00000102032	Gm28705	processed_pseudogene
Y	40323062	40325420	-1	ENSMUSG00000099786	Gm29215	lncRNA
Y	77617224	77620570	-1	ENSMUSG00000100823	Gm28704	lncRNA
Y	40335786	40336868	-1	ENSMUSG00000094354	Gm21882	protein_coding
Y	40346267	40346794	-1	ENSMUSG00000095725	Gm21801	lncRNA
Y	77654946	77658183	1	ENSMUSG00000099416	Gm28540	lncRNA
Y	40387263	40389627	-1	ENSMUSG00000100900	Gm28850	lncRNA
Y	40412088	40412615	-1	ENSMUSG00000095433	Gm21914	lncRNA
Y	40449833	40452112	-1	ENSMUSG00000100508	Gm28617	lncRNA
Y	40521517	40522083	1	ENSMUSG00000100771	Gm28618	processed_pseudogene
Y	40594038	40596403	-1	ENSMUSG00000101090	Gm28619	lncRNA
Y	77828310	77828624	-1	ENSMUSG00000099606	Gm28537	processed_pseudogene
Y	77830030	77833373	-1	ENSMUSG00000100063	Gm28538	lncRNA
Y	40637391	40638086	1	ENSMUSG00000100644	Gm20793	unprocessed_pseudogene
Y	40639526	40639635	1	ENSMUSG00002075449	Gm54341	miRNA
Y	40644083	40644192	1	ENSMUSG00002074974	Gm54342	miRNA
Y	77865363	77868601	1	ENSMUSG00000100722	Gm29569	lncRNA
Y	77972142	77974473	-1	ENSMUSG00000096898	Gm20867	protein_coding
Y	40689087	40692321	-1	ENSMUSG00000099379	Gm28993	lncRNA
Y	78046288	78046983	-1	ENSMUSG00000101017	Gm21658	unprocessed_pseudogene
Y	40717850	40720213	-1	ENSMUSG00000100070	Gm28994	lncRNA
Y	78063273	78064814	1	ENSMUSG00000100366	Gm29568	lncRNA
Y	40730568	40731110	-1	ENSMUSG00000096885	Gm21797	protein_coding
Y	78075953	78076567	-1	ENSMUSG00000100888	Gm29567	unprocessed_pseudogene
Y	78112774	78113469	-1	ENSMUSG00000100433	Gm21198	unprocessed_pseudogene
Y	78158357	78168774	-1	ENSMUSG00000102111	Gm29566	lncRNA
Y	78162121	78165360	1	ENSMUSG00000101060	Gm29565	lncRNA
Y	78334835	78335149	-1	ENSMUSG00000099497	Gm29147	unprocessed_pseudogene
Y	78336563	78339904	-1	ENSMUSG00000099479	Gm29146	lncRNA
Y	78368078	78378548	-1	ENSMUSG00000101115	Gm28664	lncRNA
Y	78371897	78375134	1	ENSMUSG00000100849	Gm28663	lncRNA
Y	40760259	40762701	1	ENSMUSG00000095452	Gm20795	protein_coding
Y	78482527	78483222	-1	ENSMUSG00000101194	Gm29149	unprocessed_pseudogene
Y	40798902	40799597	1	ENSMUSG00000100797	Gm28596	unprocessed_pseudogene
Y	78557175	78557510	-1	ENSMUSG00000099742	Gm29148	processed_pseudogene
Y	40860618	40890934	-1	ENSMUSG00000099645	Gm20832	unprocessed_pseudogene
Y	78584670	78585125	-1	ENSMUSG00000100999	Gm29145	unprocessed_pseudogene
Y	78620665	78621003	-1	ENSMUSG00000101562	Gm29144	unprocessed_pseudogene
Y	41198968	41229778	1	ENSMUSG00000100091	Gm28597	unprocessed_pseudogene
Y	78643795	78668759	-1	ENSMUSG00000101321	Gm28817	lncRNA
Y	41294173	41294869	-1	ENSMUSG00000100649	Gm28428	unprocessed_pseudogene
Y	78662528	78665322	1	ENSMUSG00000100328	Gm28816	lncRNA
Y	41331079	41331774	-1	ENSMUSG00000100196	Gm20827	unprocessed_pseudogene
Y	78772615	78773307	-1	ENSMUSG00000101098	Gm20808	unprocessed_pseudogene
Y	41337782	41341116	-1	ENSMUSG00000099628	Gm28427	lncRNA
Y	41361843	41362385	1	ENSMUSG00000096120	Gm21800	protein_coding
Y	78846990	78849325	-1	ENSMUSG00000094739	Gm20806	protein_coding
Y	41372777	41375141	1	ENSMUSG00000099897	Gm28426	lncRNA
Y	78876751	78877365	-1	ENSMUSG00000102071	Gm28815	unprocessed_pseudogene
Y	78913583	78914278	-1	ENSMUSG00000100741	Gm28814	unprocessed_pseudogene
Y	41401167	41403527	1	ENSMUSG00000099785	Gm28425	lncRNA
Y	41574971	41599399	-1	ENSMUSG00000094071	Gm21729	unprocessed_pseudogene
Y	78939065	78942302	1	ENSMUSG00000101804	Gm28813	lncRNA
Y	41722179	41724457	-1	ENSMUSG00000101536	Gm28834	lncRNA
Y	41790672	41791230	1	ENSMUSG00000099652	Gm28833	processed_pseudogene
Y	42035076	42035771	-1	ENSMUSG00000100737	Gm21774	unprocessed_pseudogene
Y	42096900	42100131	1	ENSMUSG00000099780	Gm29537	lncRNA
Y	42414903	42418140	-1	ENSMUSG00000099849	Gm29274	lncRNA
Y	42442989	42446223	-1	ENSMUSG00000100822	Gm29275	lncRNA
Y	42505428	42537595	-1	ENSMUSG00000101471	Gm29276	protein_coding
Y	42690697	42691392	-1	ENSMUSG00000101455	Gm21805	unprocessed_pseudogene
Y	42726150	42726677	1	ENSMUSG00000099700	Gm29645	lncRNA
Y	42788498	42789025	1	ENSMUSG00000101811	Gm28312	lncRNA
Y	42887096	42911495	1	ENSMUSG00000099833	Gm29165	unprocessed_pseudogene
Y	79676144	79676839	-1	ENSMUSG00000101259	Gm21242	unprocessed_pseudogene
Y	42930494	42930940	1	ENSMUSG00000101247	Gm29042	lncRNA
Y	79705984	79706597	-1	ENSMUSG00000100610	Gm29031	unprocessed_pseudogene
Y	43002855	43006089	-1	ENSMUSG00000099408	Gm28311	lncRNA
Y	79742790	79743486	-1	ENSMUSG00000101197	Gm29032	unprocessed_pseudogene
Y	43031744	43034976	-1	ENSMUSG00000101207	Gm28310	lncRNA
Y	79784719	79787514	1	ENSMUSG00000102016	Gm29606	lncRNA
Y	43096647	43127121	-1	ENSMUSG00000099542	Gm28504	unprocessed_pseudogene
Y	79894869	79895564	-1	ENSMUSG00000101340	Gm29607	unprocessed_pseudogene
Y	43326667	43327359	1	ENSMUSG00000100107	Gm28567	unprocessed_pseudogene
Y	79969655	79970350	-1	ENSMUSG00000099972	Gm21248	processed_pseudogene
Y	43406479	43409712	-1	ENSMUSG00000100051	Gm28568	lncRNA
Y	79996888	79997502	-1	ENSMUSG00000101733	Gm29189	unprocessed_pseudogene
Y	43758445	43760724	1	ENSMUSG00000099977	Gm29286	lncRNA
Y	43797976	43798503	1	ENSMUSG00000099415	Gm29285	lncRNA
Y	43820606	43822969	1	ENSMUSG00000100953	Gm28280	lncRNA
Y	43907507	43933594	1	ENSMUSG00000096332	Gm21241	unprocessed_pseudogene
Y	80231342	80232037	-1	ENSMUSG00000099734	Gm28159	unprocessed_pseudogene
Y	44109952	44113186	-1	ENSMUSG00000100693	Gm28278	lncRNA
Y	80250712	80251026	-1	ENSMUSG00000100723	Gm28160	unprocessed_pseudogene
Y	80252441	80255782	-1	ENSMUSG00000101981	Gm28157	lncRNA
Y	80399838	80400533	-1	ENSMUSG00000100148	Gm28158	unprocessed_pseudogene
Y	80474503	80475198	-1	ENSMUSG00000100756	Gm21257	unprocessed_pseudogene
Y	80504296	80504909	-1	ENSMUSG00000099805	Gm28161	unprocessed_pseudogene
Y	80541092	80541788	-1	ENSMUSG00000101070	Gm28695	unprocessed_pseudogene
Y	80547675	80551023	-1	ENSMUSG00000100286	Gm28696	lncRNA
Y	80693080	80693772	-1	ENSMUSG00000101833	Gm20791	unprocessed_pseudogene
Y	44303647	44304174	-1	ENSMUSG00000102081	Gm28886	lncRNA
Y	80767608	80768303	-1	ENSMUSG00000101688	Gm20841	unprocessed_pseudogene
Y	80797230	80797844	-1	ENSMUSG00000099679	Gm28899	unprocessed_pseudogene
Y	44341258	44343536	-1	ENSMUSG00000102031	Gm29426	lncRNA
Y	44409592	44410154	1	ENSMUSG00000100408	Gm28885	processed_pseudogene
Y	44713325	44714020	-1	ENSMUSG00000100991	Gm21856	unprocessed_pseudogene
Y	44773755	44782728	-1	ENSMUSG00000102116	Gm28887	lncRNA
Y	81024661	81025356	-1	ENSMUSG00000101637	Gm28896	unprocessed_pseudogene
Y	44776352	44779241	1	ENSMUSG00000101649	Gm29444	lncRNA
Y	81215067	81215762	-1	ENSMUSG00000100245	Gm21282	unprocessed_pseudogene
Y	44935913	44936608	-1	ENSMUSG00000095353	Gm21783	unprocessed_pseudogene
Y	81296249	81296944	-1	ENSMUSG00000100469	Gm28895	unprocessed_pseudogene
Y	44999347	45002579	1	ENSMUSG00000101802	Gm29445	lncRNA
Y	81325768	81326382	-1	ENSMUSG00000100821	Gm28894	unprocessed_pseudogene
Y	81362608	81363303	-1	ENSMUSG00000101058	Gm21829	unprocessed_pseudogene
Y	45181085	45184316	1	ENSMUSG00000099790	Gm28457	lncRNA
Y	81407170	81410407	1	ENSMUSG00000100187	Gm29324	lncRNA
Y	45340981	45341676	-1	ENSMUSG00000101594	Gm21779	unprocessed_pseudogene
Y	81630241	81633478	1	ENSMUSG00000101962	Gm28741	lncRNA
Y	81735879	81736571	-1	ENSMUSG00000100978	Gm20912	unprocessed_pseudogene
Y	81810559	81811236	-1	ENSMUSG00000100519	Gm20801	unprocessed_pseudogene
Y	81843048	81843662	-1	ENSMUSG00000100598	Gm28742	unprocessed_pseudogene
Y	45404305	45407537	1	ENSMUSG00000100011	Gm28458	lncRNA
Y	81879866	81880561	-1	ENSMUSG00000100591	Gm21919	unprocessed_pseudogene
Y	81886681	81890029	-1	ENSMUSG00000100879	Gm28743	lncRNA
Y	45708643	45709338	-1	ENSMUSG00000100974	Gm28459	unprocessed_pseudogene
Y	45744076	45744603	1	ENSMUSG00000101675	Gm28461	lncRNA
Y	81921959	81925197	1	ENSMUSG00000099480	Gm28124	lncRNA
Y	82030498	82031190	-1	ENSMUSG00000101914	Gm21790	unprocessed_pseudogene
Y	82105080	82105774	-1	ENSMUSG00000099834	Gm21728	unprocessed_pseudogene
Y	45767025	45769385	1	ENSMUSG00000100499	Gm28460	lncRNA
Y	82121972	82123514	1	ENSMUSG00000100298	Gm28126	lncRNA
Y	45806463	45806990	1	ENSMUSG00000100256	Gm28851	lncRNA
Y	82137211	82137825	-1	ENSMUSG00000101201	Gm28125	unprocessed_pseudogene
Y	45829380	45831743	1	ENSMUSG00000101003	Gm28456	lncRNA
Y	82174006	82174701	-1	ENSMUSG00000100438	Gm21825	unprocessed_pseudogene
Y	45905005	45929408	1	ENSMUSG00000100640	Gm29073	unprocessed_pseudogene
Y	46352193	46353290	-1	ENSMUSG00000100628	Gm29648	lncRNA
Y	46487189	46517631	1	ENSMUSG00000100989	Gm29647	unprocessed_pseudogene
Y	82327836	82328531	-1	ENSMUSG00000100268	Gm29468	unprocessed_pseudogene
Y	46579374	46582607	1	ENSMUSG00000100003	Gm29646	lncRNA
Y	82356385	82356699	-1	ENSMUSG00000101343	Gm29469	processed_pseudogene
Y	82358114	82361457	-1	ENSMUSG00000101907	Gm29472	lncRNA
Y	46608269	46611503	1	ENSMUSG00000099462	Gm28549	lncRNA
Y	82393458	82396694	1	ENSMUSG00000100035	Gm29473	lncRNA
Y	46697502	46721894	-1	ENSMUSG00000101434	Gm29211	unprocessed_pseudogene
Y	82504227	82504922	-1	ENSMUSG00000101072	Gm29470	unprocessed_pseudogene
Y	46732385	46732999	1	ENSMUSG00000100061	Gm29212	unprocessed_pseudogene
Y	82578781	82579476	-1	ENSMUSG00000100994	Gm21333	unprocessed_pseudogene
Y	46762008	46762700	1	ENSMUSG00000100611	Gm21247	unprocessed_pseudogene
Y	82608559	82609173	-1	ENSMUSG00000100861	Gm29382	unprocessed_pseudogene
Y	82645176	82645872	-1	ENSMUSG00000100317	Gm28224	unprocessed_pseudogene
Y	46852250	46854613	-1	ENSMUSG00000101138	Gm29210	lncRNA
Y	82651759	82655107	-1	ENSMUSG00000101329	Gm28226	lncRNA
Y	46877022	46877549	-1	ENSMUSG00000100871	Gm29213	lncRNA
Y	82686996	82690235	1	ENSMUSG00000100532	Gm28225	lncRNA
Y	46914639	46916999	-1	ENSMUSG00000100716	Gm28550	lncRNA
Y	82798320	82799012	-1	ENSMUSG00000099374	Gm21344	unprocessed_pseudogene
Y	46939447	46939974	-1	ENSMUSG00000100325	Gm28604	lncRNA
Y	82872602	82873297	-1	ENSMUSG00000100882	Gm20849	unprocessed_pseudogene
Y	46974892	46975587	1	ENSMUSG00000100048	Gm28603	unprocessed_pseudogene
Y	82902255	82902869	-1	ENSMUSG00000101772	Gm28829	unprocessed_pseudogene
Y	82939007	82939702	-1	ENSMUSG00000099667	Gm21901	unprocessed_pseudogene
Y	47256776	47259054	1	ENSMUSG00000099789	Gm28565	lncRNA
Y	47296338	47296865	1	ENSMUSG00000099593	Gm28566	lncRNA
Y	47319171	47321535	1	ENSMUSG00000101109	Gm28697	lncRNA
Y	83128900	83129595	-1	ENSMUSG00000101582	Gm28828	unprocessed_pseudogene
Y	47362549	47363076	1	ENSMUSG00000101541	Gm28554	lncRNA
Y	83165909	83166223	-1	ENSMUSG00000101273	Gm28831	unprocessed_pseudogene
Y	83202996	83206233	1	ENSMUSG00000101508	Gm28832	lncRNA
Y	83299153	83299848	-1	ENSMUSG00000100339	Gm21864	unprocessed_pseudogene
Y	83372955	83373650	-1	ENSMUSG00000099546	Gm21802	unprocessed_pseudogene
Y	83402101	83402715	-1	ENSMUSG00000101884	Gm28658	unprocessed_pseudogene
Y	83438978	83439672	-1	ENSMUSG00000100906	Gm29238	unprocessed_pseudogene
Y	47549381	47552613	1	ENSMUSG00000100852	Gm29056	lncRNA
Y	83548836	83562753	1	ENSMUSG00000100092	Gm21088	unprocessed_pseudogene
Y	83628709	83629404	-1	ENSMUSG00000100284	Gm29239	unprocessed_pseudogene
Y	47578323	47581558	1	ENSMUSG00000099532	Gm29098	lncRNA
Y	83686611	83686718	-1	ENSMUSG00002075613	Gm54343	rRNA
Y	47671271	47689642	-1	ENSMUSG00000118466	Gm21170	unprocessed_pseudogene
Y	83726356	83727051	-1	ENSMUSG00000100986	Gm21741	unprocessed_pseudogene
Y	47836541	47839774	-1	ENSMUSG00000102054	Gm29373	lncRNA
Y	83801140	83801835	-1	ENSMUSG00000101718	Gm20862	unprocessed_pseudogene
Y	83823857	83823964	-1	ENSMUSG00002076259	Gm54344	rRNA
Y	47861421	47861948	-1	ENSMUSG00000101131	Gm29370	lncRNA
Y	83863633	83864328	-1	ENSMUSG00000099736	Gm20863	unprocessed_pseudogene
Y	47896836	47897531	1	ENSMUSG00000099339	Gm21751	unprocessed_pseudogene
Y	83938309	83939004	-1	ENSMUSG00000101657	Gm20864	unprocessed_pseudogene
Y	83967972	83968586	-1	ENSMUSG00000100740	Gm29476	unprocessed_pseudogene
Y	48190346	48192623	1	ENSMUSG00000099674	Gm29166	lncRNA
Y	84004921	84005616	-1	ENSMUSG00000100718	Gm21717	unprocessed_pseudogene
Y	48224625	48225152	1	ENSMUSG00000101069	Gm28194	lncRNA
Y	48439224	48442459	1	ENSMUSG00000100023	Gm28753	lncRNA
Y	48532009	48558046	-1	ENSMUSG00000099915	Gm21191	unprocessed_pseudogene
Y	48599393	48600085	-1	ENSMUSG00000100086	Gm21271	unprocessed_pseudogene
Y	84268910	84272146	1	ENSMUSG00000100531	Gm28475	lncRNA
Y	84376824	84377519	-1	ENSMUSG00000099483	Gm28476	unprocessed_pseudogene
Y	48674376	48675068	-1	ENSMUSG00000101310	Gm21281	unprocessed_pseudogene
Y	84451538	84452233	-1	ENSMUSG00000101742	Gm21380	unprocessed_pseudogene
Y	48704063	48704677	-1	ENSMUSG00000100646	Gm28193	unprocessed_pseudogene
Y	84500372	84501049	-1	ENSMUSG00000100024	Gm21782	unprocessed_pseudogene
Y	48948783	48949478	-1	ENSMUSG00000099409	Gm28751	unprocessed_pseudogene
Y	48985777	48986091	-1	ENSMUSG00000099522	Gm28752	unprocessed_pseudogene
Y	49022863	49026102	1	ENSMUSG00000100938	Gm28726	lncRNA
Y	49322667	49323362	-1	ENSMUSG00000101821	Gm21308	unprocessed_pseudogene
Y	49397629	49398006	-1	ENSMUSG00000101950	Gm29267	unprocessed_pseudogene
Y	49426958	49427572	-1	ENSMUSG00000099441	Gm29268	unprocessed_pseudogene
Y	85028069	85028764	-1	ENSMUSG00000102079	Gm21879	processed_pseudogene
Y	49463866	49464561	-1	ENSMUSG00000100411	Gm29269	unprocessed_pseudogene
Y	85097921	85098616	-1	ENSMUSG00000100449	Gm28757	unprocessed_pseudogene
Y	49470399	49473740	-1	ENSMUSG00000100970	Gm29270	lncRNA
Y	85179371	85180066	-1	ENSMUSG00000101990	Gm20856	unprocessed_pseudogene
Y	85196350	85197931	1	ENSMUSG00000099642	Gm28348	lncRNA
Y	85209054	85209666	-1	ENSMUSG00000101354	Gm28973	unprocessed_pseudogene
Y	49505627	49508865	1	ENSMUSG00000101204	Gm29271	lncRNA
Y	85245947	85246642	-1	ENSMUSG00000101835	Gm21734	unprocessed_pseudogene
Y	85252547	85255893	-1	ENSMUSG00000102127	Gm28972	lncRNA
Y	85282070	85284383	-1	ENSMUSG00000099362	Gm28970	lncRNA
Y	85316374	85319611	1	ENSMUSG00000099921	Gm28971	lncRNA
Y	85425287	85425394	-1	ENSMUSG00002076147	Gm54345	rRNA
Y	85465090	85465785	-1	ENSMUSG00000100581	Gm21785	unprocessed_pseudogene
Y	85539786	85542177	-1	ENSMUSG00000095650	Gm20854	protein_coding
Y	85569581	85570195	-1	ENSMUSG00000099477	Gm28349	unprocessed_pseudogene
Y	85606484	85607179	-1	ENSMUSG00000102092	Gm21892	unprocessed_pseudogene
Y	85613079	85616425	-1	ENSMUSG00000101989	Gm28346	lncRNA
Y	85642562	85644875	-1	ENSMUSG00000100288	Gm28345	lncRNA
Y	85673035	85683514	-1	ENSMUSG00000099341	Gm29090	lncRNA
Y	85676858	85680095	1	ENSMUSG00000101282	Gm28152	lncRNA
Y	85785711	85785818	-1	ENSMUSG00002075299	Gm54346	rRNA
Y	85825483	85826178	-1	ENSMUSG00000101221	Gm21881	unprocessed_pseudogene
Y	85900219	85900914	-1	ENSMUSG00000099992	Gm21435	unprocessed_pseudogene
Y	85929918	85930532	-1	ENSMUSG00000101346	Gm29505	unprocessed_pseudogene
Y	85966821	85967516	-1	ENSMUSG00000101230	Gm21862	unprocessed_pseudogene
Y	85973403	85976749	-1	ENSMUSG00000102061	Gm28823	lncRNA
Y	50179073	50179759	-1	ENSMUSG00000100541	Gm28871	unprocessed_pseudogene
Y	86011028	86014268	1	ENSMUSG00000101961	Gm28220	lncRNA
Y	50216048	50216362	-1	ENSMUSG00000099367	Gm29512	unprocessed_pseudogene
Y	50255566	50258802	1	ENSMUSG00000099666	Gm29511	lncRNA
Y	86073041	86099221	1	ENSMUSG00000100240	Gm20820	protein_coding
Y	50357039	50357734	-1	ENSMUSG00000100331	Gm20880	unprocessed_pseudogene
Y	86159381	86160076	-1	ENSMUSG00000101347	Gm28219	unprocessed_pseudogene
Y	50431746	50432438	-1	ENSMUSG00000100390	Gm20881	unprocessed_pseudogene
Y	86230613	86233850	1	ENSMUSG00000099824	Gm28218	lncRNA
Y	50461385	50461999	-1	ENSMUSG00000101263	Gm29121	unprocessed_pseudogene
Y	86337286	86337393	-1	ENSMUSG00002076549	Gm54347	rRNA
Y	50498093	50498788	-1	ENSMUSG00000099986	Gm29120	unprocessed_pseudogene
Y	86377000	86377692	-1	ENSMUSG00000100116	Gm20861	unprocessed_pseudogene
Y	50541096	50544334	1	ENSMUSG00000100118	Gm29117	lncRNA
Y	86445468	86446163	-1	ENSMUSG00000099524	Gm20860	unprocessed_pseudogene
Y	86474081	86474695	-1	ENSMUSG00000100854	Gm28057	unprocessed_pseudogene
Y	86510886	86511581	-1	ENSMUSG00000101092	Gm21796	unprocessed_pseudogene
Y	86517442	86520788	-1	ENSMUSG00000100817	Gm29302	lncRNA
Y	50604830	50631040	1	ENSMUSG00000102122	Gm20883	protein_coding
Y	50692597	50693292	-1	ENSMUSG00000099513	Gm29119	unprocessed_pseudogene
Y	50729591	50729905	-1	ENSMUSG00000101552	Gm29118	unprocessed_pseudogene
Y	86551475	86554713	1	ENSMUSG00000102110	Gm28440	lncRNA
Y	86613536	86639743	1	ENSMUSG00000100973	Gm29299	unprocessed_pseudogene
Y	50766623	50769862	1	ENSMUSG00000100388	Gm29116	lncRNA
Y	50876743	50877438	-1	ENSMUSG00000100802	Gm20889	unprocessed_pseudogene
Y	86699924	86700619	-1	ENSMUSG00000099588	Gm29298	unprocessed_pseudogene
Y	50951415	50952110	-1	ENSMUSG00000101752	Gm20887	unprocessed_pseudogene
Y	86736993	86737307	-1	ENSMUSG00000100028	Gm29092	processed_pseudogene
Y	86738716	86742050	-1	ENSMUSG00000100350	Gm29091	lncRNA
Y	50981018	50981632	-1	ENSMUSG00000099867	Gm29320	unprocessed_pseudogene
Y	51017676	51018371	-1	ENSMUSG00000101193	Gm21849	unprocessed_pseudogene
Y	86777331	86780568	1	ENSMUSG00000100887	Gm29297	lncRNA
Y	86880629	86881324	-1	ENSMUSG00000100655	Gm21462	unprocessed_pseudogene
Y	86954893	86955588	-1	ENSMUSG00000101670	Gm21470	unprocessed_pseudogene
Y	86987230	86987844	-1	ENSMUSG00000100773	Gm28366	unprocessed_pseudogene
Y	87024037	87024732	-1	ENSMUSG00000101829	Gm21752	unprocessed_pseudogene
Y	87065986	87069223	1	ENSMUSG00000099496	Gm28365	lncRNA
Y	51209215	51209910	-1	ENSMUSG00000100365	Gm29319	unprocessed_pseudogene
Y	51247851	51251192	-1	ENSMUSG00000099985	Gm28317	lncRNA
Y	51277174	51280412	1	ENSMUSG00000099916	Gm28318	lncRNA
Y	87128090	87154186	1	ENSMUSG00000094399	Gm21477	protein_coding
Y	51387732	51388424	-1	ENSMUSG00000101631	Gm20884	unprocessed_pseudogene
Y	87214438	87215133	-1	ENSMUSG00000099912	Gm28368	unprocessed_pseudogene
Y	51405548	51407130	1	ENSMUSG00000099613	Gm28313	lncRNA
Y	51418223	51418567	-1	ENSMUSG00000101557	Gm28314	unprocessed_pseudogene
Y	87251384	87251698	-1	ENSMUSG00000100377	Gm28369	processed_pseudogene
Y	51456669	51460012	-1	ENSMUSG00000101222	Gm28315	lncRNA
Y	87288405	87291640	1	ENSMUSG00000100243	Gm28367	lncRNA
Y	87421633	87422247	-1	ENSMUSG00000101902	Gm29115	unprocessed_pseudogene
Y	87458438	87459133	-1	ENSMUSG00000102132	Gm21813	unprocessed_pseudogene
Y	51492011	51495250	1	ENSMUSG00000100787	Gm28316	lncRNA
Y	51602375	51603070	-1	ENSMUSG00000100098	Gm21387	unprocessed_pseudogene
Y	51677110	51677802	-1	ENSMUSG00000099709	Gm21396	unprocessed_pseudogene
Y	51694020	51695561	1	ENSMUSG00000101002	Gm28944	lncRNA
Y	87562235	87586960	1	ENSMUSG00000099856	Gm20906	protein_coding
Y	51706677	51707291	-1	ENSMUSG00000101019	Gm28943	unprocessed_pseudogene
Y	87647275	87647970	-1	ENSMUSG00000101241	Gm29111	unprocessed_pseudogene
Y	51743607	51744302	-1	ENSMUSG00000101684	Gm28946	unprocessed_pseudogene
Y	87684207	87684521	-1	ENSMUSG00000100695	Gm28110	processed_pseudogene
Y	51750159	51753497	-1	ENSMUSG00000100820	Gm28945	lncRNA
Y	87685933	87689273	-1	ENSMUSG00000101866	Gm28109	lncRNA
Y	87721235	87724471	1	ENSMUSG00000101931	Gm28108	lncRNA
Y	87836145	87836840	-1	ENSMUSG00000100355	Gm28107	unprocessed_pseudogene
Y	87918537	87919151	1	ENSMUSG00000101646	Gm28106	unprocessed_pseudogene
Y	51936257	51936952	-1	ENSMUSG00000100947	Gm28949	unprocessed_pseudogene
Y	51975007	51978350	-1	ENSMUSG00000100461	Gm28948	lncRNA
Y	88151677	88152372	-1	ENSMUSG00000100746	Gm28716	unprocessed_pseudogene
Y	88188552	88188866	-1	ENSMUSG00000099675	Gm28717	processed_pseudogene
Y	88190275	88193620	-1	ENSMUSG00000101770	Gm28718	lncRNA
Y	52010349	52013588	1	ENSMUSG00000100248	Gm28950	lncRNA
Y	52258510	52259205	-1	ENSMUSG00000101623	Gm21245	unprocessed_pseudogene
Y	88225573	88228811	1	ENSMUSG00000099643	Gm29162	lncRNA
Y	52288105	52288719	-1	ENSMUSG00000100996	Gm29169	unprocessed_pseudogene
Y	88271557	88272252	-1	ENSMUSG00000099777	Gm21777	unprocessed_pseudogene
Y	52324914	52325609	-1	ENSMUSG00000101515	Gm21899	unprocessed_pseudogene
Y	88278113	88281457	-1	ENSMUSG00000100930	Gm28866	lncRNA
Y	52339299	52342641	1	ENSMUSG00000099559	Gm29063	lncRNA
Y	52344051	52344365	1	ENSMUSG00000099637	Gm28737	unprocessed_pseudogene
Y	88313354	88316589	1	ENSMUSG00000100440	Gm28405	lncRNA
Y	88412622	88413317	-1	ENSMUSG00000101494	Gm21792	unprocessed_pseudogene
Y	52380578	52381273	1	ENSMUSG00000099565	Gm28738	unprocessed_pseudogene
Y	88429561	88431142	1	ENSMUSG00000099649	Gm28406	lncRNA
Y	52453317	52467265	-1	ENSMUSG00000100343	Gm20923	unprocessed_pseudogene
Y	88442247	88442861	-1	ENSMUSG00000100391	Gm28978	unprocessed_pseudogene
Y	88485382	88488293	1	ENSMUSG00000101984	Gm29436	lncRNA
Y	52493585	52496823	1	ENSMUSG00000099494	Gm28197	lncRNA
Y	88545882	88572174	1	ENSMUSG00000100637	Gm20819	unprocessed_pseudogene
Y	52604205	52604900	-1	ENSMUSG00000102044	Gm21249	unprocessed_pseudogene
Y	88632424	88633119	-1	ENSMUSG00000101850	Gm29437	unprocessed_pseudogene
Y	52634775	52635389	-1	ENSMUSG00000099745	Gm28736	unprocessed_pseudogene
Y	88672462	88675805	-1	ENSMUSG00000099436	Gm28977	lncRNA
Y	52671497	52672192	-1	ENSMUSG00000101883	Gm21840	unprocessed_pseudogene
Y	88707734	88710970	1	ENSMUSG00000100067	Gm28407	lncRNA
Y	88816027	88816722	-1	ENSMUSG00000100818	Gm21287	unprocessed_pseudogene
Y	88897180	88897875	-1	ENSMUSG00000099529	Gm29390	unprocessed_pseudogene
Y	52714483	52717722	1	ENSMUSG00000102022	Gm28735	lncRNA
Y	88926825	88927439	-1	ENSMUSG00000101497	Gm29391	unprocessed_pseudogene
Y	88963635	88964330	-1	ENSMUSG00000100870	Gm21720	unprocessed_pseudogene
Y	88970445	88973793	-1	ENSMUSG00000101694	Gm29392	lncRNA
Y	89233336	89236565	1	ENSMUSG00000100492	Gm28672	lncRNA
Y	52863023	52863718	-1	ENSMUSG00000099725	Gm28734	unprocessed_pseudogene
Y	89340042	89340737	-1	ENSMUSG00000100403	Gm21838	unprocessed_pseudogene
Y	52900014	52900328	-1	ENSMUSG00000100853	Gm28232	unprocessed_pseudogene
Y	89402797	89406030	1	ENSMUSG00000099982	Gm28670	lncRNA
Y	89484926	89485617	-1	ENSMUSG00000100036	Gm28671	unprocessed_pseudogene
Y	52901734	52905076	-1	ENSMUSG00000099506	Gm28732	lncRNA
Y	89618928	89622163	-1	ENSMUSG00000101402	Gm28673	lncRNA
Y	52937085	52940322	1	ENSMUSG00000100584	Gm28733	lncRNA
Y	89647475	89650707	-1	ENSMUSG00000100574	Gm28674	lncRNA
Y	53047370	53048065	-1	ENSMUSG00000101987	Gm21268	unprocessed_pseudogene
Y	53122090	53122785	-1	ENSMUSG00000100072	Gm21275	unprocessed_pseudogene
Y	53139014	53140555	1	ENSMUSG00000101570	Gm28233	lncRNA
Y	53143219	53144633	-1	ENSMUSG00000101885	Gm28235	lncRNA
