early_ectoderm_NA18511	early_ectoderm_NA18856	early_ectoderm_NA18858	early_ectoderm_NA18912	early_ectoderm_NA19140	early_ectoderm_NA19159	early_ectoderm_NA19160	early_ectoderm_NA19210
TBC1D8B	112	5	60	48	37	47	189	8
MORC4	521	46	405	514	177	236	576	46
RIPPLY1	7	1	2	1	3	2	10	0
CLDN2	6	0	8	13	6	2	10	1
RBM41	2479	166	1246	1122	652	1030	1546	240
NUP62CL	649	51	262	318	153	348	501	109
PIH1D3	8	0	7	4	2	6	6	0
FRMPD3	19	14	6	77	131	45	22	19
PRPS1	5390	138	2843	1008	1227	972	3892	213
TSC22D3	1284	65	1214	485	478	417	1474	71
NCBP2L	0	0	0	0	0	0	0	0
MID2	10	4	16	51	68	37	25	5
TEX13B	0	0	1	0	0	0	5	0
VSIG1	26	1	21	13	7	7	12	0
PSMD10	3200	125	2353	1006	617	823	2287	192
ATG4A	312	24	312	126	82	77	289	9
COL4A6	8739	1397	1668	7385	6118	7871	5151	1625
COL4A5	3883	928	1721	6569	5245	7244	2793	1535
IRS4	272	7	254	188	82	81	324	24
GUCY2F	89	5	14	51	52	30	63	9
NXT2	808	33	642	192	92	215	613	39
KCNE5	495	15	349	140	86	61	451	24
ACSL4	1636	144	1339	1253	376	777	1119	152
TMEM164	598	74	374	551	305	406	405	105
AMMECR1	1156	63	704	507	342	474	704	94
RTL9	3	2	5	12	6	4	9	4
CHRDL1	393	25	142	124	110	224	296	26
PAK3	2589	465	978	3069	4015	4557	1278	767
CAPN6	771	24	1121	121	192	219	329	40
DCX	1088	42	494	366	1143	688	780	126
SERTM2	6	0	11	19	2	3	4	0
ALG13	1847	121	932	796	537	751	1225	174
TRPC5	1	3	0	15	10	9	1	3
TRPC5OS	0	0	1	4	0	0	1	0
RTL4	2	0	0	0	0	0	1	0
LHFPL1	113	15	86	162	57	39	35	16
AMOT	1060	51	177	337	203	228	613	69
HTR2C	166	10	34	274	159	624	97	29
IL13RA2	17	0	13	0	21	9	2	1
LRCH2	767	66	461	447	204	454	453	102
RBMXL3	0	0	0	0	0	0	0	0
LUZP4	0	0	0	0	0	0	0	0
PLS3	4792	186	2722	1617	1781	1099	3562	241
AGTR2	0	0	0	0	0	0	0	0
SLC6A14	0	0	0	1	0	0	2	0
CT83	0	0	0	15	0	0	1	0
KLHL13	631	86	97	657	127	226	352	149
WDR44	367	69	308	584	161	288	299	80
DOCK11	409	101	286	783	223	484	441	128
IL13RA1	648	24	494	235	73	162	650	48
ZCCHC12	133	7	49	59	25	32	311	7
LONRF3	7	4	5	3	1	2	19	0
AL772284.2	0	0	0	0	0	0	0	0
KIAA1210	1	0	0	1	0	0	0	0
PGRMC1	36264	1127	7630	6371	2252	4052	30530	1554
SLC25A43	295	25	91	254	96	160	140	50
SLC25A5	35603	829	13812	5778	1759	3994	26180	1211
CXorf56	694	33	251	224	82	151	609	42
UBE2A	4459	128	1899	1021	344	834	3756	201
NKRF	777	23	219	176	43	124	639	44
SEPTIN6	2840	138	1025	642	205	635	2133	153
SOWAHD	49	2	12	4	0	4	52	1
RPL39	29304	6240	7755	42035	15426	35724	24523	9708
UPF3B	8505	250	2991	2047	815	1780	6864	488
RNF113A	994	37	467	299	108	179	1155	41
NDUFA1	13847	389	5245	2845	1059	2022	12568	528
AKAP14	10	0	4	1	2	3	24	1
NKAP	4066	143	1635	1223	399	671	3946	252
RHOXF2B	0	0	0	0	0	0	1	0
RHOXF1	32	2	12	7	1	3	32	4
RHOXF2	0	1	0	0	0	0	1	0
ZBTB33	975	40	319	252	96	244	609	41
TMEM255A	133	7	18	38	24	46	173	2
ATP1B4	1	0	0	1	1	0	1	0
LAMP2	2061	117	829	731	240	533	2100	135
CUL4B	1601	86	631	591	224	620	1171	127
MCTS1	7901	235	2683	1712	506	1164	6391	340
C1GALT1C1	2344	64	810	507	145	356	1900	82
CT47B1	0	0	0	0	0	1	0	0
AC008162.2	0	0	0	0	0	0	0	0
CT47A12	0	0	0	0	0	0	0	0
CT47A11	0	0	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0	0	0
CT47A8	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0	0
CT47A5	0	0	0	0	0	0	0	0
CT47A4	0	0	0	0	0	0	0	0
CT47A3	0	0	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0
GLUD2	216	1	2	3	18	42	221	12
GRIA3	414	70	104	525	432	665	241	149
THOC2	8140	401	2447	2843	1066	2355	5961	610
XIAP	2914	153	1069	914	384	721	1987	190
STAG2	6320	376	2198	2634	1089	2346	3679	582
SH2D1A	1	0	2	0	0	1	0	0
TEX13D	3	0	1	0	0	0	0	0
TENM1	41	12	31	83	23	47	32	16
TEX13C	1	0	0	0	1	0	1	0
DCAF12L2	168	5	52	49	13	15	163	5
DCAF12L1	8	1	20	8	0	3	65	2
PRR32	0	0	0	0	0	0	2	0
ACTRT1	0	0	0	0	0	0	0	0
SMARCA1	6862	316	2652	2415	792	1717	5552	481
OCRL	737	56	278	392	123	265	549	48
APLN	82	3	5	4	2	7	68	2
XPNPEP2	8	1	10	17	1	5	17	3
SASH3	0	0	0	1	1	2	0	2
ZDHHC9	1166	42	446	335	111	230	1050	63
UTP14A	1901	43	514	435	152	353	1263	91
BCORL1	963	62	288	397	144	229	586	76
ELF4	21	2	5	17	4	1	41	4
AIFM1	3303	98	1125	708	233	526	2586	173
RAB33A	1196	42	91	177	55	117	853	52
ZNF280C	1017	91	252	646	247	530	654	130
SLC25A14	950	39	326	278	106	255	802	62
GPR119	0	0	0	0	0	0	0	0
RBMX2	4241	120	1265	909	358	694	3039	185
ENOX2	861	55	339	582	185	396	624	106
ARHGAP36	4	0	5	0	0	1	7	0
IGSF1	427	191	385	1903	1519	641	458	211
OR13H1	0	0	1	0	0	0	2	0
STK26	2775	168	2067	733	502	948	2139	226
FRMD7	1	0	3	3	1	0	0	0
RAP2C	1026	31	891	310	219	265	861	67
MBNL3	358	39	194	174	213	392	307	46
HS6ST2	1612	254	822	2239	2355	3483	638	660
USP26	1	0	1	2	1	3	0	0
TFDP3	2	0	0	0	0	0	0	0
GPC4	4445	188	1854	895	1619	1377	2776	342
GPC3	28874	2276	23318	16589	6304	5908	27966	3126
CCDC160	2454	90	1796	1007	583	438	1921	120
PHF6	10268	515	3312	3712	1268	3002	7018	719
HPRT1	4323	138	1435	969	312	785	3438	236
PLAC1	3	0	8	5	3	6	8	3
FAM122B	1222	35	391	177	89	186	803	56
FAM122C	500	40	119	268	76	237	269	63
MOSPD1	1058	41	462	310	119	292	822	76
SMIM10	276	5	93	32	19	45	184	10
RTL8B	1291	35	458	301	96	162	1178	39
RTL8C	4889	149	1805	1107	471	788	3787	199
RTL8A	5988	181	2073	1249	516	838	5327	235
SMIM10L2B	133	8	83	32	24	18	209	7
ETDB	0	0	0	0	0	0	0	0
CT55	0	0	0	3	1	1	1	0
ZNF75D	208	38	119	434	154	294	170	89
ETDA	0	0	0	0	0	0	0	0
ETDC	0	0	0	0	0	0	0	0
ZNF449	388	15	148	155	42	86	278	36
SMIM10L2A	136	8	158	57	17	33	192	10
INTS6L	470	68	170	481	162	372	320	105
CT45A1	0	0	0	0	0	0	0	0
CT45A3	0	0	0	0	0	0	0	0
CT45A5	0	0	0	0	0	0	0	0
CT45A6	0	0	0	0	0	0	0	0
CT45A2	0	0	0	0	0	0	0	0
CT45A7	0	0	0	0	0	0	0	0
CT45A8	0	0	0	0	0	0	0	0
CT45A9	0	0	0	0	0	0	0	0
CT45A10	0	0	0	0	0	0	0	0
SAGE1	0	0	0	0	0	0	0	0
MMGT1	1009	45	416	313	128	319	754	67
SLC9A6	475	28	159	296	101	185	328	61
FHL1	3918	175	1059	1722	1148	1561	4024	243
MAP7D3	2424	90	727	597	411	432	2204	102
ADGRG4	0	0	0	0	0	0	0	0
BRS3	0	0	0	0	0	0	0	0
HTATSF1	12150	311	3717	2522	1005	2040	8688	437
VGLL1	1	0	0	0	0	0	4	0
CD40LG	1	0	0	0	0	0	0	0
ARHGEF6	74	3	41	56	30	29	62	9
RBMX	28885	843	8514	3759	2243	5405	20873	1525
GPR101	6	0	1	2	0	2	9	2
ZIC3	3315	59	787	370	109	212	2303	107
FGF13	1703	507	331	1161	922	2820	699	736
F9	0	0	0	0	0	0	0	0
MCF2	21	6	7	10	5	16	9	1
ATP11C	1840	139	583	666	438	606	1358	217
CXorf66	0	0	0	0	0	0	0	0
SOX3	11282	135	3577	1462	567	1698	4312	260
CDR1	13	0	4	4	2	8	7	0
SPANXB1	0	0	1	1	0	0	2	0
LDOC1	1223	73	737	15	212	315	2001	102
SPANXC	0	0	1	0	0	0	4	0
SPANXA1	0	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0	0
SPANXD	1	0	0	0	0	0	0	0
MAGEC3	1	4	0	0	4	12	0	1
MAGEC1	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0	0
SLITRK4	528	11	15	2	56	95	405	15
SPANXN2	0	0	0	0	0	0	0	0
SPANXN1	0	0	0	0	0	0	0	0
SLITRK2	54	1	6	1	3	10	33	6
CXorf51B	0	0	0	0	0	0	0	0
CXorf51A	0	0	0	0	0	0	0	0
FMR1	2853	129	754	686	387	754	1256	165
FMR1NB	1	1	0	3	1	2	1	1
AFF2	507	121	224	873	420	640	194	202
AC231656.1	1	0	0	0	0	0	0	0
IDS	368	69	144	525	211	359	402	88
CXorf40A	247	4	115	49	29	78	388	13
HSFX3	0	0	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	0	0	0
HSFX2	0	0	0	0	0	0	0	0
TMEM185A	669	30	219	202	102	157	512	35
MAGEA11	0	0	2	0	0	0	2	0
HSFX1	0	0	0	0	0	0	0	0
MAGEA9	0	0	0	0	0	0	0	0
MAGEA8	1	0	0	1	0	0	3	0
CXorf40B	1237	11	307	128	33	105	901	27
HSFX4	0	0	0	0	0	0	0	0
MAMLD1	129	32	13	358	235	226	102	66
MTM1	276	43	142	420	172	275	252	65
MTMR1	496	51	167	374	126	266	365	71
CD99L2	1305	70	409	417	220	425	696	96
HMGB3	35975	659	15358	3949	1898	5122	20938	1336
GPR50	3	0	9	4	1	6	4	1
VMA21	4856	185	1694	1327	391	1283	3559	314
PASD1	0	0	1	0	0	4	0	0
PRRG3	575	28	164	134	62	118	452	37
FATE1	0	0	1	0	0	0	0	0
CNGA2	0	0	0	0	0	0	0	0
MAGEA4	14	0	76	3	10	4	22	10
GABRE	63	4	19	10	10	6	59	4
MAGEA10	3	0	0	0	0	0	0	0
GABRA3	250	28	68	134	178	311	120	75
GABRQ	36	0	21	3	2	5	37	1
MAGEA3	8	0	3	0	0	0	0	0
CSAG2	0	0	0	0	0	0	0	0
MAGEA2B	0	0	0	0	0	0	0	0
CSAG1	0	0	1	0	0	0	0	0
MAGEA12	0	0	0	0	0	0	0	0
MAGEA2	0	0	0	0	0	0	0	0
CSAG3	0	0	1	0	0	0	0	0
MAGEA6	2	0	0	0	0	0	0	0
CETN2	9689	288	1967	2205	1006	1490	7635	371
NSDHL	2717	62	646	647	172	374	2062	111
ZNF185	243	21	81	138	49	78	370	28
PNMA5	2	0	1	0	1	2	0	0
PNMA3	684	16	140	88	3	112	553	22
PNMA6A	697	11	128	51	35	95	514	22
MAGEA1	0	0	0	0	0	0	0	0
AC236972.4	0	0	0	0	0	0	0	0
PNMA6F	1	3	0	0	0	0	1	0
ZNF275	598	18	221	156	53	97	391	34
PNMA6E	1	0	0	0	0	0	0	0
ZFP92	12	1	3	0	2	1	9	0
TREX2	0	0	1	0	0	0	2	0
HAUS7	409	6	112	49	23	54	223	19
BGN	58	3	32	11	5	17	112	9
ATP2B3	3	1	6	4	0	3	9	0
CCNQ	2258	63	882	481	140	370	1623	98
DUSP9	264	3	85	34	10	19	204	4
PNCK	1123	28	638	344	94	166	1030	36
SLC6A8	5069	60	2160	663	205	456	4296	131
BCAP31	9021	214	3840	1878	593	1112	8392	322
ABCD1	145	1	140	29	14	15	143	5
PLXNB3	0	0	0	0	1	0	1	0
SRPK3	2	0	1	0	2	0	5	0
IDH3G	5081	148	1820	612	378	798	4498	246
SSR4	24776	823	9925	3117	1979	3425	25498	991
PDZD4	647	17	89	63	79	155	401	24
L1CAM	121	6	58	38	16	27	218	4
AVPR2	2	0	0	0	0	0	2	0
ARHGAP4	256	7	182	54	25	42	441	12
NAA10	8914	216	2782	1470	519	1097	6894	349
RENBP	134	10	254	47	35	21	195	17
HCFC1	3990	88	1193	419	263	600	2473	124
TMEM187	427	24	129	160	74	99	448	25
IRAK1	3049	48	753	231	100	253	2503	76
MECP2	2412	133	633	1119	361	703	1810	201
OPN1LW	0	0	0	0	0	0	1	0
OPN1MW	0	0	0	0	0	0	0	0
OPN1MW2	0	0	0	0	0	0	0	0
OPN1MW3	0	0	0	0	0	0	0	0
TEX28	0	0	0	0	1	0	0	0
TKTL1	683	3	67	117	23	50	408	9
FLNA	7244	171	3062	1657	481	988	5680	207
EMD	4441	118	1640	764	253	600	3790	191
RPL10	364104	11607	120303	39505	30660	72684	284560	17533
DNASE1L1	429	28	196	104	65	102	527	35
TAZ	1550	49	508	148	115	220	1275	76
ATP6AP1	3168	101	1306	727	295	485	3218	120
GDI1	3378	130	1230	656	264	567	3084	136
FAM50A	8011	208	3199	1618	547	1149	6679	291
PLXNA3	665	10	207	91	32	93	488	34
LAGE3	11916	214	3884	2072	655	1173	12040	224
UBL4A	2248	40	675	268	122	269	1660	71
SLC10A3	326	8	146	74	18	41	391	12
FAM3A	1840	57	703	397	143	219	1931	67
G6PD	2499	57	995	289	122	292	1999	100
IKBKG	17	22	10	152	43	114	27	36
CTAG1A	0	0	0	0	0	0	0	0
CTAG1B	0	0	0	0	0	0	0	0
CTAG2	0	0	0	0	0	0	0	0
GAB3	0	0	6	1	1	1	2	0
DKC1	8779	190	2818	1339	510	1225	6216	322
MPP1	177	4	123	79	24	57	207	13
SMIM9	0	0	0	0	0	0	0	0
F8	99	4	31	67	19	41	63	17
H2AFB1	0	0	0	0	0	0	0	0
F8A1	462	6	135	78	28	34	778	18
FUNDC2	10671	339	2611	1929	778	1895	7574	531
CMC4	130	34	51	375	131	241	132	64
MTCP1	18	18	6	102	47	69	15	23
BRCC3	2247	88	691	772	264	576	1493	134
VBP1	11996	382	3847	2404	909	1936	8698	537
RAB39B	690	20	319	147	58	147	465	39
CLIC2	39	0	16	94	10	16	27	11
H2AFB2	0	0	0	0	0	0	0	0
F8A2	0	0	0	0	0	0	0	0
F8A3	0	3	0	41	25	52	0	5
H2AFB3	0	0	0	0	0	0	0	0
TMLHE	456	80	161	721	332	601	476	171
SPRY3	2	0	0	11	6	16	0	1
VAMP7	69	41	37	258	78	150	59	53
IL9R	0	0	0	0	0	1	0	0
OR4F21	0	0	0	0	0	0	0	0
ZNF596	138	6	60	62	31	98	151	15
FBXO25	394	34	207	75	93	204	386	37
TDRP	846	65	337	285	201	496	689	130
ERICH1	2732	111	1082	475	367	635	1770	211
DLGAP2	2	13	4	142	38	87	2	20
CLN8	4	39	0	121	73	175	7	47
ARHGEF10	9	122	3	573	339	634	4	192
KBTBD11	0	18	0	88	35	93	0	33
MYOM2	11	18	1	28	14	55	9	17
CSMD1	25	13	10	40	13	58	17	4
MCPH1	1792	149	559	663	422	1018	1259	272
ANGPT2	717	94	168	313	263	423	2001	108
AGPAT5	5282	247	1515	834	668	1478	3800	443
XKR5	97	15	31	23	13	51	92	15
DEFB1	2	0	0	2	0	0	1	1
DEFA6	3	0	1	1	1	1	5	0
DEFA4	0	0	0	0	0	0	0	0
DEFA1	0	0	0	0	0	0	0	0
DEFA1B	0	0	0	0	0	0	0	0
DEFA3	0	0	0	0	0	0	0	0
DEFA5	8	1	0	0	1	4	8	1
USP17L1	0	0	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0	0	0
ZNF705G	0	0	0	0	0	0	0	0
DEFB4B	0	0	0	0	0	0	0	0
DEFB103B	0	0	0	0	0	0	0	0
SPAG11B	0	0	0	0	1	0	1	0
DEFB104B	0	0	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0	0	0
DEFB107B	0	0	0	1	0	0	0	0
PRR23D1	0	0	0	0	0	0	0	0
AC134684.11	0	0	0	0	0	0	0	0
AC134684.8	0	0	0	0	0	0	0	0
AC134684.9	0	0	0	0	0	0	0	0
AC084121.9	0	0	0	0	0	0	0	0
AC084121.11	0	0	0	0	0	0	0	0
AC084121.6	0	0	0	0	0	0	0	0
AC084121.12	0	0	0	0	0	0	0	0
AC084121.8	0	0	0	0	0	0	0	0
AC084121.7	0	0	0	0	0	0	0	0
AC084121.5	0	0	0	0	0	0	0	0
AC084121.13	0	0	0	0	0	0	0	0
PRR23D2	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	1	0	0	0	0
DEFB105A	0	0	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0	0	0
DEFB104A	0	0	0	0	0	0	0	0
SPAG11A	0	0	0	0	0	0	1	0
DEFB103A	0	0	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0	0	0
ZNF705B	0	0	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0
USP17L3	0	0	0	0	0	0	0	0
PRAG1	509	45	259	216	115	233	364	79
CLDN23	92	1	83	4	11	4	76	0
MFHAS1	1961	89	834	281	207	559	1583	112
ERI1	1621	82	522	384	254	457	1198	123
PPP1R3B	349	18	140	71	53	63	456	20
TNKS	2228	415	868	1537	1105	2341	1665	671
MSRA	886	78	387	398	349	504	856	122
PRSS51	1	3	0	18	10	20	0	4
PRSS55	1	1	0	5	3	8	2	0
RP1L1	6	1	1	8	5	12	3	2
C8orf74	0	0	0	0	1	3	0	0
SOX7	60	0	19	2	3	4	27	3
PINX1	0	92	0	291	213	495	0	165
XKR6	553	199	276	1073	727	1732	474	346
MTMR9	1867	71	757	303	241	432	1424	113
SLC35G5	49	0	15	10	0	6	55	1
FAM167A	369	10	90	41	23	50	265	18
BLK	0	0	0	2	0	0	0	0
GATA4	38	0	5	7	7	6	28	3
NEIL2	1577	44	509	149	87	200	1358	76
FDFT1	19386	578	3932	2263	1333	3257	15347	1102
CTSB	2423	91	1260	347	242	406	2252	107
DEFB136	0	0	0	0	0	0	0	0
DEFB135	1	0	0	0	0	1	1	1
DEFB134	3	0	1	0	0	1	0	1
DEFB130B	0	0	0	0	0	0	0	0
ZNF705D	1	0	0	0	1	0	0	0
USP17L7	0	0	0	1	0	0	0	0
USP17L2	0	0	0	0	0	0	0	0
FAM86B1	150	17	48	69	53	86	160	28
DEFB130A	0	0	0	0	0	0	0	0
FAM86B2	26	0	6	4	2	7	26	2
LONRF1	1473	80	569	343	211	544	1275	147
TRMT9B	356	42	115	194	78	213	364	36
DLC1	97	18	110	85	36	41	248	24
C8orf48	466	10	117	41	43	67	399	14
SGCZ	2	18	2	36	59	52	10	12
TUSC3	8366	515	2769	1967	1193	2390	8192	705
MSR1	38	5	3	222	32	13	3	6
FGF20	1	0	8	0	0	1	10	0
MICU3	1195	110	366	468	393	796	1025	193
ZDHHC2	1318	93	506	320	260	537	998	102
CNOT7	8134	252	2985	970	713	1596	6307	431
VPS37A	1779	84	791	347	245	428	1647	138
MTMR7	187	41	33	123	136	225	85	76
SLC7A2	120	5	250	13	10	23	104	10
PDGFRL	150	5	83	20	10	36	74	7
MTUS1	1240	48	496	172	208	554	374	164
FGL1	8	0	1	2	0	1	0	0
PCM1	15309	674	4764	2717	2060	4362	10359	1001
ASAH1	5669	217	2441	653	514	839	5455	188
NAT1	139	10	81	46	14	33	194	5
NAT2	11	0	9	2	0	3	13	0
PSD3	2567	556	654	1684	1188	3107	1318	1062
SH2D4A	129	1	79	17	8	24	175	10
CSGALNACT1	17	1	3	14	16	11	10	8
INTS10	3232	108	975	367	275	502	2851	155
LPL	209	6	19	14	24	28	792	7
SLC18A1	0	0	0	1	0	0	3	0
ATP6V1B2	2721	86	1225	337	202	435	2138	119
LZTS1	51	12	36	87	16	15	132	13
GFRA2	154	11	54	29	28	64	82	13
DOK2	1	0	1	0	0	0	1	0
XPO7	1906	153	721	702	377	945	1214	281
NPM2	53	0	11	6	4	4	36	4
FGF17	1683	70	95	103	11	51	2013	83
DMTN	493	19	27	41	11	21	421	23
FAM160B2	630	28	166	70	62	114	511	34
NUDT18	80	4	52	21	9	24	204	5
HR	1	0	0	0	0	1	1	0
REEP4	1518	28	601	105	71	124	1292	54
LGI3	1	0	0	0	0	2	0	0
SFTPC	1	0	0	0	0	0	0	0
BMP1	423	19	71	59	61	65	273	24
PHYHIP	244	12	31	13	19	36	275	17
POLR3D	3293	75	1188	267	146	410	2599	100
PIWIL2	122	7	18	9	6	21	110	6
SLC39A14	928	35	446	143	82	161	886	48
PPP3CC	265	67	96	190	176	169	273	55
SORBS3	1955	63	714	217	183	324	2109	95
PDLIM2	4221	126	1220	582	471	690	4113	153
C8orf58	1084	31	311	112	63	166	974	39
CCAR2	2809	59	760	247	132	388	1803	95
BIN3	1598	80	446	247	137	326	1273	86
EGR3	608	17	72	216	38	72	248	7
PEBP4	53	1	15	20	22	16	47	2
RHOBTB2	829	22	127	97	117	225	463	58
TNFRSF10B	2601	196	1107	874	226	766	1839	325
TNFRSF10C	58	24	47	103	13	34	65	25
TNFRSF10D	419	49	213	202	75	200	405	106
TNFRSF10A	129	7	46	35	5	26	114	5
CHMP7	1715	30	602	173	123	225	1305	70
R3HCC1	3907	88	1122	417	401	559	2677	169
LOXL2	876	41	450	226	113	219	912	67
ENTPD4	1909	134	591	390	245	414	1369	124
SLC25A37	5325	184	1590	616	458	991	3642	259
NKX3-1	15	0	10	0	0	2	9	1
NKX2-6	0	0	0	0	0	0	0	0
STC1	747	13	299	90	47	100	2025	47
ADAM28	25	4	110	22	32	29	40	8
ADAMDEC1	0	0	0	0	0	0	0	0
ADAM7	0	1	0	0	1	1	0	2
NEFM	3613	43	1825	216	100	128	9999	60
NEFL	2568	49	948	268	97	133	4553	60
DOCK5	246	34	63	101	139	231	163	58
GNRH1	55	3	23	5	5	9	43	3
KCTD9	1055	56	393	220	142	323	848	112
CDCA2	3592	148	1100	492	355	827	2326	294
EBF2	36	7	6	15	19	39	51	5
PPP2R2A	6712	277	2378	1227	667	1580	5196	494
BNIP3L	11513	421	3932	1876	1486	3614	13558	866
PNMA2	929	27	143	113	103	276	593	47
DPYSL2	10369	355	2771	1199	1216	2853	6269	608
ADRA1A	1	1	2	6	22	7	1	1
STMN4	717	49	673	128	207	388	413	77
TRIM35	268	20	107	77	32	74	195	27
PTK2B	91	24	23	50	51	64	88	23
CHRNA2	3	0	0	0	0	1	3	0
EPHX2	1446	59	530	263	190	300	1105	69
CLU	16307	542	6467	2858	2533	2211	12965	570
SCARA3	956	13	176	94	113	178	492	30
CCDC25	7222	316	2597	1127	648	1712	6271	435
ESCO2	3411	102	865	424	273	634	1729	182
PBK	5407	139	901	377	432	1096	2615	308
SCARA5	3	0	0	2	0	0	4	1
NUGGC	1	1	0	2	3	1	0	1
ELP3	1464	85	467	322	221	483	1130	130
PNOC	17	2	12	1	5	8	4	1
ZNF395	831	19	260	79	30	166	585	29
FBXO16	1410	173	408	656	519	907	856	236
FZD3	19598	1006	5575	3690	2800	6456	12580	1644
EXTL3	1348	136	414	454	332	711	809	214
INTS9	603	90	220	294	180	398	405	102
HMBOX1	1921	146	341	556	436	957	1461	257
KIF13B	457	93	161	287	144	243	287	103
DUSP4	1693	46	684	163	50	181	1195	78
SARAF	11225	357	4953	1446	1106	1940	11850	494
LEPROTL1	5442	222	1951	796	509	1245	4142	330
MBOAT4	1	2	0	2	4	7	0	2
DCTN6	5424	147	1757	409	301	699	4099	210
RBPMS	3872	261	2517	971	441	955	3747	297
GTF2E2	2263	134	742	354	285	540	1946	178
SMIM18	3	5	1	8	13	14	5	4
GSR	1677	77	739	298	184	428	1236	120
UBXN8	827	27	325	74	59	161	672	25
PPP2CB	4820	233	1953	1051	670	1258	4192	386
TEX15	634	27	89	73	128	358	203	63
PURG	1046	103	319	374	296	685	641	157
WRN	2239	327	770	1047	845	1805	1598	482
NRG1	557	67	1343	385	522	1375	358	71
AC083977.1	0	0	0	0	0	0	0	0
FUT10	1111	98	335	411	267	552	901	150
TTI2	1463	82	504	270	174	413	1039	113
MAK16	1461	45	584	186	88	251	1344	66
RNF122	456	37	130	165	150	273	373	70
DUSP26	246	10	99	43	32	50	249	19
UNC5D	276	657	335	5357	1357	1573	449	510
KCNU1	0	0	0	2	1	0	0	0
ZNF703	426	6	252	25	41	64	429	13
ERLIN2	1738	91	856	292	184	380	1648	85
PLPBP	4131	120	1199	384	277	646	2824	187
ADGRA2	23	1	24	12	3	9	21	7
BRF2	1285	40	426	161	83	198	1151	53
RAB11FIP1	970	96	1125	357	93	196	2256	56
GOT1L1	0	0	0	0	0	0	0	0
ADRB3	1	0	0	0	0	0	2	0
EIF4EBP1	10033	269	3516	945	374	1439	6846	382
ASH2L	2825	124	941	477	324	602	2220	147
STAR	100	3	44	12	15	21	119	6
LSM1	6529	164	2133	667	483	910	4783	236
BAG4	2000	64	887	282	199	463	1363	123
DDHD2	1284	97	399	293	225	384	1076	104
PLPP5	4339	123	1636	303	292	735	3420	160
NSD3	12724	488	3808	1934	1479	3276	8660	810
LETM2	217	14	71	59	63	105	133	28
FGFR1	9647	357	4068	1551	1063	2038	8348	600
C8orf86	2	1	0	5	4	13	1	4
TACC1	413	30	375	143	91	208	547	60
PLEKHA2	61	6	51	24	19	40	52	5
HTRA4	3	0	1	0	0	0	4	1
TM2D2	3626	113	1449	385	260	531	3334	141
ADAM9	406	83	178	345	292	536	456	135
ADAM32	16	21	11	114	40	95	5	21
ADAM18	1	1	1	6	4	10	3	3
ADAM2	0	0	0	0	0	1	0	0
IDO1	120	2	199	7	6	7	39	3
IDO2	0	0	0	3	2	1	0	1
TCIM	365	16	195	77	55	67	234	22
ZMAT4	68	31	86	57	130	237	95	59
SFRP1	28244	457	22603	3248	2187	9109	7674	1174
GOLGA7	3632	131	1405	563	447	925	2516	193
GINS4	4468	87	1054	371	230	673	2275	135
GPAT4	1863	56	571	152	126	361	1389	77
NKX6-3	5	0	2	0	0	0	1	0
ANK1	35	23	42	27	13	22	18	14
KAT6A	4078	308	1286	1128	912	1900	2430	443
AP3M2	2871	102	656	387	285	696	1776	172
PLAT	437	17	151	40	26	64	238	24
IKBKB	922	43	326	181	140	235	617	57
POLB	1199	103	473	331	276	609	1322	140
DKK4	19	7	10	0	6	15	245	1
VDAC3	17751	439	5106	1649	1175	2304	12737	748
SLC20A2	1047	185	431	542	481	1001	905	234
SMIM19	7755	247	2188	948	671	1243	6006	381
CHRNB3	0	0	0	1	2	3	0	1
CHRNA6	1	4	0	3	2	1	1	0
THAP1	1880	50	567	183	166	319	1627	85
RNF170	1802	81	913	277	192	292	1762	87
HOOK3	4365	265	1533	1060	745	1292	3398	343
FNTA	6611	251	2003	856	642	1382	4980	318
POMK	190	32	74	110	88	198	151	43
HGSNAT	1344	99	367	357	293	445	877	133
IGLV8OR8-1	0	0	0	0	0	0	0	0
SPIDR	1772	387	447	1918	1347	3053	1081	836
CEBPD	109	7	54	21	13	3	262	3
PRKDC	35950	1150	8985	4675	2979	7357	23296	2098
MCM4	9749	227	2578	823	441	1341	6173	336
UBE2V2	16085	406	4766	1745	1140	2358	12058	703
EFCAB1	454	25	43	97	74	82	702	31
SNAI2	137	6	7	23	12	30	404	7
PPDPFL	0	0	0	1	0	0	0	0
