pluri_rep1	pluri_rep2	pluri_rep3	pluri_rep4	pluri_rep5	pluri_rep6
Acd	194	110	66	71	65	58
Pard6a	149	112	51	58	63	52
Enkd1	135	118	45	39	63	69
Gfod2	98	75	24	45	44	41
Ranbp10	216	108	57	62	77	55
Cenpt	259	170	95	98	114	113
Thap11	397	251	103	110	160	125
Nutf2	8	5	3	8	3	5
Edc4	188	158	65	88	81	94
Pskh1	48	30	14	17	14	12
Psmb10	611	476	225	219	274	265
Lcat	1	2	0	0	0	0
Slc12a4	87	58	32	37	32	26
Dpep3	23	10	10	11	10	12
Dus2	101	63	26	47	43	36
Ddx28	143	92	43	47	57	54
Nfatc3	206	133	56	69	78	67
Esrp2	18	8	3	7	8	4
Pla2g15	31	30	13	20	18	22
Slc7a6	139	90	39	53	46	43
Slc7a6os	254	202	68	104	97	102
Prmt7	762	503	215	266	296	265
Gm26786	1	0	0	0	0	0
Smpd3	2	2	0	1	1	1
Zfp90	51	40	19	16	18	14
Cdh3	122	60	27	29	43	27
Gm10073	2445	1597	646	679	633	606
Cdh1	503	341	190	195	223	185
Tango6	141	112	54	52	51	65
Has3	13	3	4	3	1	1
Chtf8	236	155	69	75	85	101
Utp4	486	317	146	148	168	198
Sntb2	367	211	97	106	129	129
Gm16208	0	0	1	0	0	0
Vps4a	193	157	49	63	72	73
Cog8	221	139	89	70	69	103
Nip7	1685	976	516	516	652	564
Tmed6	4	5	0	0	1	2
Terf2	158	142	57	71	62	76
Cyb5b	886	589	257	264	285	300
Nfat5	440	281	164	152	139	163
Nqo1	189	142	65	81	66	62
Nob1	555	361	196	194	213	196
Wwp2	297	222	129	126	110	128
Psmd7	4408	2803	1503	1536	1884	1789
Zfhx3	110	80	29	43	44	40
D030068K23Rik	29	17	9	7	11	7
Dhx38	449	268	147	159	150	150
Txnl4b	17	16	4	5	8	7
Hp	1	0	1	1	0	1
Dhodh	240	171	81	87	105	98
Pkd1l3	3	2	2	1	0	1
Ist1	430	325	170	170	166	210
Zfp821	112	91	33	42	48	53
Atxn1l	61	39	29	18	23	17
Ap1g1	487	308	139	136	162	171
Gm17344	2	1	0	3	0	4
Phlpp2	64	49	18	29	26	23
Marveld3	10	11	3	4	9	6
Zfp612	26	30	6	4	8	13
Calb2	73	44	23	18	32	30
Cmtr2	16	14	13	8	8	3
Hydin	26	17	9	9	9	8
Vac14	266	183	95	94	121	86
Mtss1l	60	34	18	15	19	29
Il34	3	3	4	2	1	4
Sf3b3	1897	1353	732	695	725	745
Cog4	330	262	99	104	147	128
Fuk	53	49	26	16	19	22
St3gal2	53	37	17	18	20	23
Ddx19a	223	167	90	81	99	95
Ddx19b	73	49	30	34	30	33
Aars	784	511	245	283	262	259
Pdpr	73	61	20	25	28	20
Glg1	436	276	150	129	155	166
Rfwd3	374	243	122	127	133	144
Mlkl	4	2	0	1	3	1
Wdr59	65	59	22	27	25	32
Znrf1	197	156	70	84	75	72
Ldhd	10	4	2	3	5	0
Zfp1	258	189	93	89	92	95
Ctrb1	3	1	2	0	0	0
Bcar1	189	122	71	67	78	75
Cfdp1	2945	1772	883	846	1029	1025
Tmem170	119	76	43	41	49	46
Chst5	6	2	1	0	4	2
Tmem231	206	165	82	75	109	96
Gabarapl2	4698	2915	1622	1778	2049	2060
Adat1	91	75	41	34	48	28
Kars	1527	1016	507	522	555	569
Terf2ip	233	145	75	74	77	95
Gm6793	4	0	1	1	2	3
Mon1b	15	15	6	7	9	4
Adamts18	0	5	0	0	0	1
Nudt7	14	15	3	6	5	6
Vat1l	3	2	1	0	0	1
Wwox	88	53	32	27	31	25
Maf	12	4	3	9	9	8
Gm15655	0	0	0	0	0	0
Dynlrb2	0	2	0	1	1	1
Cdyl2	75	32	20	28	33	35
Cmc2	489	296	126	137	150	140
Cenpn	248	183	76	78	95	89
Atmin	284	177	105	79	82	101
X1700030J22Rik	20	15	9	11	3	2
Gcsh	1732	1128	579	578	651	638
Bco1	3	0	0	1	0	0
Gan	62	41	34	22	28	27
Cmip	399	253	143	129	137	153
Plcg2	134	91	40	43	50	35
Sdr42e1	0	3	1	0	0	1
Hsd17b2	4	1	2	0	1	1
Mphosph6	899	641	292	304	372	355
Cdh13	5	7	1	4	4	2
Hsbp1	1211	914	436	468	588	527
Mlycd	64	48	20	22	23	31
Osgin1	1	1	0	1	1	2
Necab2	53	35	11	11	22	24
Mbtps1	567	352	196	181	191	200
Hsdl1	113	75	36	34	54	48
Dnaaf1	6	5	0	2	3	7
Taf1c	47	43	23	33	26	40
Adad2	17	8	4	5	2	8
Wfdc1	2	3	2	0	3	0
Atp2c2	4	2	0	2	0	0
Tldc1	18	15	6	9	8	5
Cotl1	260	167	120	109	142	142
Klhl36	24	25	14	11	4	8
Usp10	1146	851	410	430	466	479
Crispld2	13	13	5	3	3	6
Zdhhc7	34	24	14	9	19	8
X6430548M08Rik	8	10	3	1	0	1
Fam92b	2	2	0	2	1	2
A330074K22Rik	0	0	0	0	0	1
Gse1	174	89	60	46	62	72
Gins2	652	378	168	176	211	190
Gm26739	2	0	0	0	0	0
X1190005I06Rik	49	47	30	42	39	31
Emc8	2642	1605	780	758	924	864
Cox4i1	13729	8520	4522	4695	5226	5197
Irf8	27	21	9	11	14	7
Foxf1	9	3	2	2	1	0
Mthfsd	35	24	18	19	19	21
Foxc2	2	2	0	1	2	0
Foxl1	0	0	0	0	0	0
X1700018B08Rik	7	5	3	0	0	0
Fbxo31	255	159	90	119	97	107
Map1lc3b	2954	1911	987	1003	1071	1146
Zcchc14	91	61	19	39	28	24
Gm27030	0	1	0	0	0	0
Gm45833	0	0	3	0	0	4
Jph3	7	8	1	3	3	3
Klhdc4	428	250	114	134	145	165
Gm20406	1	0	0	0	0	0
Gm42047	383	155	71	85	69	71
Gm26812	4	4	2	8	4	1
Slc7a5	297	213	85	89	109	90
Car5a	11	5	4	2	3	6
Banp	161	149	55	75	78	69
Zfp469	1	0	1	2	1	0
Zfpm1	110	75	47	33	40	44
Zc3h18	893	563	298	298	325	319
Cyba	1212	786	416	387	471	448
Mvd	309	241	80	103	125	146
Snai3	18	16	5	4	14	4
Rnf166	77	50	20	21	22	41
Ctu2	374	267	137	118	149	156
Piezo1	184	93	52	56	56	59
Cdt1	704	443	233	243	251	264
Aprt	2648	1607	858	928	996	1061
Galns	11	12	3	6	3	13
Trappc2l	885	562	305	333	380	335
Pabpn1l	0	0	1	0	1	0
Cbfa2t3	13	4	1	3	3	3
Acsf3	43	33	16	19	23	20
Cdh15	15	9	2	2	2	2
Gm45894	0	8	0	0	1	1
Ankrd11	3511	2308	1220	1295	1332	1431
Spg7	254	194	72	85	75	79
Rpl13	85392	55493	26990	28283	31234	30356
Cpne7	3	0	3	2	3	3
Sult5a1	23	20	7	10	7	7
Gm4316	4	1	2	1	2	0
Dpep1	0	0	1	0	0	0
Chmp1a	338	226	108	127	144	167
Spata33	18	16	4	1	11	10
Cdk10	112	86	48	40	54	51
Spata2l	5	2	0	1	0	3
Vps9d1	54	32	18	24	14	20
Zfp276	36	17	4	9	8	8
Fanca	105	85	38	36	45	40
Spire2	41	33	18	15	22	13
Tcf25	1410	1088	484	490	542	534
Mc1r	9	7	3	2	5	6
Tubb3	493	326	150	167	262	184
Def8	142	109	47	70	68	75
Afg3l1	421	276	161	139	160	140
Dbndd1	17	8	3	2	4	3
Gas8	122	93	37	42	62	43
Rhou	98	74	42	48	50	33
X4732419C18Rik	2	2	0	0	5	1
Rab4a	237	124	72	81	102	91
X2810455O05Rik	13	6	3	5	3	3
Ccsap	111	83	30	36	31	44
Acta1	21	14	3	6	4	3
Nup133	515	372	170	163	190	172
Gm45890	2	6	1	2	4	1
Abcb10	141	70	44	42	46	65
Taf5l	385	258	139	128	159	148
Urb2	218	108	76	65	67	67
Galnt2	0	0	0	0	0	2
Pgbd5	15	12	8	8	6	9
Cog2	132	83	63	55	53	55
Capn9	3	3	3	0	1	0
X2310022B05Rik	150	86	45	48	46	43
Ttc13	167	143	46	69	75	72
Arv1	78	41	33	31	40	31
Fam89a	29	26	8	6	13	11
Trim67	7	3	3	1	0	4
X2810004N23Rik	1198	923	477	471	503	528
Gnpat	346	239	116	128	116	149
Exoc8	56	37	16	14	29	26
Sprtn	86	61	30	29	27	31
Egln1	804	537	272	271	280	298
Tsnax	353	256	118	116	143	126
Disc1	15	12	4	7	3	7
Sipa1l2	48	29	29	26	17	19
Map10	12	10	4	8	4	7
Ntpcr	169	104	57	55	65	63
Pcnx2	2	3	2	0	1	0
Map3k21	1	0	0	0	0	0
Kcnk1	183	104	42	57	63	74
Slc35f3	2	2	0	1	2	1
Coa6	370	230	97	113	122	111
Tarbp1	46	37	18	15	20	20
Gm26759	9	7	3	1	5	5
Irf2bp2	394	222	127	131	121	126
Gm31718	2	2	0	1	4	0
Tomm20	11190	6693	3294	3295	3704	3479
Rbm34	486	325	179	189	193	212
Pard3	315	199	122	127	147	126
Nrp1	7	4	1	1	0	9
Itgb1	932	628	280	305	306	312
Ccdc7a	5	7	2	0	5	5
X2610044O15Rik8	81	50	27	26	29	35
Gm32856	72	47	20	27	26	29
Gm2897	0	0	0	0	0	0
D830030K20Rik	5	9	1	2	1	5
Gm2974	0	0	2	1	1	2
Gm3164	2	2	0	1	1	1
Gm8281	11	2	2	3	2	0
Gm3468	4	7	2	2	3	3
Gm3411	4	3	1	2	0	1
Gm3636	6	1	0	5	3	6
Gm3667	0	1	0	4	2	0
Gm10406	0	1	2	0	1	1
Gm3696	9	7	2	5	5	7
Gm3739	0	1	3	2	0	2
Gm3558	0	2	1	0	1	0
Flnb	287	193	124	125	135	149
Abhd6	119	84	44	39	51	49
Rpp14	436	278	129	135	163	187
Pxk	140	96	45	49	49	55
Pdhb	1322	811	440	456	563	557
Kctd6	183	151	64	53	82	81
Fam107a	4	3	4	2	0	3
Oit1	2	4	0	0	1	1
X4930452B06Rik	83	59	34	24	36	35
Fhit	24	18	5	5	6	6
Gm3839	2	3	2	2	1	3
Ptprg	253	165	76	69	85	96
X3830406C13Rik	88	41	21	19	30	36
Fezf2	6	2	3	3	2	4
Cadps	2	6	4	2	3	0
Synpr	4	3	0	1	0	1
Thoc7	943	632	315	313	356	366
Atxn7	97	62	25	26	32	26
Psmd6	1586	1040	500	536	626	592
Il3ra	30	14	11	8	14	17
Slc4a7	390	298	159	157	171	157
Nek10	7	5	2	1	2	0
Lrrc3b	3	2	2	0	3	2
Oxsm	14	12	5	1	5	7
Ngly1	66	41	22	37	28	20
Top2b	404	236	125	116	123	123
Rarb	7	7	3	1	0	3
Nr1d2	129	100	39	54	40	40
Rpl15	38277	25032	11819	12216	14300	14151
Nkiras1	185	135	67	62	82	74
Ube2e1	852	498	247	270	305	291
Ube2e2	115	75	25	30	41	44
Gm2237	7	5	3	4	1	2
Nid2	636	406	214	185	205	203
Rtraf	4720	3248	1482	1539	1820	1736
Gng2	244	134	81	75	107	86
Saysd1	138	93	46	36	58	54
Kcnk5	225	164	61	83	76	89
Gm48395	34	21	5	5	6	15
Kcnk16	0	0	1	0	1	0
Nudt13	32	32	15	14	16	11
Ecd	325	216	124	108	114	154
Fam149b	167	91	54	54	63	60
Gm30054	7	1	3	0	0	2
Dnajc9	1034	623	325	305	395	393
Mrps16	1949	1243	615	638	774	720
Cfap70	7	4	2	0	1	2
Anxa7	803	567	238	252	287	295
Mss51	14	13	4	6	4	4
Ppp3cb	494	346	170	140	134	165
X1810062O18Rik	1	1	1	1	3	2
Usp54	73	55	30	25	23	38
X2810402E24Rik	64	65	24	20	29	46
Synpo2l	1	2	0	1	1	1
Sec24c	172	128	70	58	67	84
X6230400D17Rik	19	4	3	6	8	10
Fut11	74	48	24	32	17	34
Chchd1	2363	1491	696	721	832	794
Zswim8	119	69	33	38	40	51
Ndst2	23	15	6	5	7	7
Camk2g	111	88	56	49	53	47
Gm30108	10	10	4	12	8	10
Plau	1	0	3	0	0	1
Vcl	528	304	155	179	170	224
Ap3m1	276	166	97	95	120	102
Adk	615	388	164	161	175	185
Kat6b	1025	679	438	454	393	493
Samd8	114	73	32	42	56	45
Vdac2	4183	2608	1266	1334	1525	1504
Comtd1	389	308	179	154	176	174
A430057M04Rik	11	4	5	4	1	4
Zfp503	63	32	18	14	11	19
Kcnma1	3	0	1	1	1	2
Dlg5	126	100	36	37	62	59
Polr3a	175	118	80	73	85	76
Rps24	45909	34430	17583	18823	20504	19796
Zmiz1os1	0	2	0	0	0	0
Gm26660	1	0	3	0	0	0
Zmiz1	150	81	33	42	32	45
Gm26772	1	1	2	1	0	0
Ppif	357	232	116	140	131	133
Zcchc24	39	24	9	14	13	12
Anxa11	336	185	84	84	101	92
Anxa11os	0	0	2	0	0	0
Tmem254a	1	5	3	1	1	0
Duxbl3	8	9	3	1	5	3
Gm34059	2	4	3	3	4	5
X4933413J09Rik	2	0	1	0	0	4
Slmap	328	219	99	118	138	118
Dennd6a	167	141	56	61	73	87
Arf4os	1	2	0	0	0	0
Arf4	1600	985	492	473	574	557
Pde12	258	157	65	78	98	103
Dnah12	85	45	29	25	23	32
Asb14	19	12	8	5	4	7
Appl1	484	355	169	163	182	208
Hesx1	138	94	32	46	57	47
Il17rd	178	122	57	56	47	59
Arhgef3	72	38	19	22	13	17
Fam208a	669	417	212	211	235	256
Ccdc66	231	164	76	63	89	90
Erc2	104	64	33	32	31	48
Wnt5a	11	6	5	3	5	2
Cacna2d3	6	1	2	2	2	1
Lrtm1	1	0	0	0	0	1
Gm47414	0	1	1	0	3	1
Selenok	1237	746	355	324	456	428
Actr8	188	146	80	75	87	80
Il17rb	2	4	2	3	0	0
Cacna1d	3	2	2	0	2	2
Dcp1a	90	65	31	41	36	37
Tkt	1613	1096	585	598	678	732
Prkcd	100	57	33	28	41	38
Rft1	48	37	16	21	26	28
Sfmbt1	138	92	52	55	47	59
Tmem110	182	112	55	52	64	66
Mustn1	1	2	0	1	0	0
Itih3	0	1	0	0	1	1
Nek4	132	87	47	38	50	54
Spcs1	1052	678	327	342	428	423
Glt8d1	99	72	25	40	40	47
Gnl3	2978	2068	1164	1247	1293	1363
Pbrm1	1081	766	330	364	443	388
Smim4	182	148	97	86	102	84
Nt5dc2	1296	799	326	345	413	437
Stab1	5	3	2	0	0	2
Nisch	889	624	271	289	336	334
Tnnc1	10	10	4	5	10	10
Sema3g	0	1	0	0	0	0
Phf7	89	75	19	27	38	36
Bap1	169	106	70	70	77	71
Dnah1	9	4	1	5	7	1
Capn7	158	86	31	54	48	41
Sh3bp5	20	22	3	13	11	9
Mettl6	352	216	104	110	157	144
Eaf1	186	95	47	52	54	53
Hacl1	26	22	8	12	14	19
Btd	39	19	11	14	17	17
Ankrd28	187	150	67	66	67	85
Dph3	1683	974	474	488	575	545
Oxnad1	186	96	41	52	55	70
Ncoa4	519	263	155	178	196	178
Timm23	15	12	4	5	4	7
Parg	531	373	207	206	175	222
Gm17210	6	6	0	4	1	2
Gm46447	7	1	3	4	1	3
Gm48914	13	12	4	3	7	4
Ogdhl	83	69	43	29	46	39
X1700024G13Rik	7	7	3	4	6	5
Slc18a3	2	2	0	0	0	0
Ercc6	75	51	25	31	27	30
Prrxl1	1	0	0	0	0	0
Vstm4	7	2	2	1	0	0
Wdfy4	5	0	4	0	0	0
Lrrc18	7	12	6	2	2	8
Arhgap22	29	22	7	14	12	17
Gm15512	2	0	1	1	0	0
Mapk8	223	161	89	101	79	86
Frmpd2	0	0	0	0	0	0
Gdf10	1	3	0	1	0	0
A630023A22Rik	1	3	2	0	3	0
Anxa8	34	37	14	25	26	19
Gprin2	2	1	4	3	2	5
Fam35a	111	97	54	40	39	49
Glud1	1865	1098	573	582	585	637
Fam25c	175	158	94	96	89	78
Sncg	31	17	10	13	13	9
Mmrn2	16	21	10	3	10	18
Bmpr1a	319	209	99	97	119	118
Gm17110	0	0	0	0	0	0
Ldb3	19	12	6	7	3	7
Gm49024	14	5	5	5	4	4
Wapl	2726	1730	864	903	880	964
A930038B10Rik	4	1	3	1	2	2
Gm49032	14	7	1	5	5	7
Ccser2	171	96	59	55	60	68
Cdhr1	19	14	7	2	6	3
X2610528A11Rik	9	4	3	3	5	2
Ghitm	1411	916	482	561	573	548
Nrg3	0	0	1	0	0	0
Sh2d4b	16	14	8	9	3	4
Tspan14	109	69	43	34	46	48
Fam213a	230	159	76	73	95	87
Dydc2	3	0	1	4	2	3
Gm47547	0	0	0	1	1	1
Sftpd	0	0	1	0	0	0
AC166344.1	15	17	12	11	13	15
Gm7324	3	0	1	1	0	1
Gm49083	2	1	0	0	0	0
Gm8113	3	1	1	1	3	1
AC160336.1	445	425	100	146	294	261
Ptgdr	2	0	1	0	0	0
Txndc16	58	28	14	18	16	14
Gpr137c	19	13	12	10	6	7
Ero1l	971	676	366	341	439	394
Psmc6	2614	1553	791	849	901	912
Styx	97	41	27	36	23	23
Gnpnat1	1015	699	326	350	446	369
Fermt2	1650	1003	568	613	662	684
Gm15601	2	1	0	0	2	1
Ddhd1	222	124	71	61	59	70
Bmp4	29	10	4	4	10	9
Gm15222	1	1	1	3	2	1
Rubie	0	0	0	0	0	0
Gm48924	0	1	2	0	0	0
Cdkn3	290	193	90	79	122	126
Cnih1	748	414	217	219	268	267
Gm48933	1	5	1	1	1	0
Gmfb	432	332	153	129	217	171
Cgrrf1	80	46	29	25	24	18
Gm34934	0	0	0	0	1	0
Samd4	17	5	3	10	6	4
X2810457G06Rik	1	2	2	1	2	0
Gm10371	0	0	0	0	0	0
Gch1	102	61	37	29	42	44
Wdhd1	251	226	95	108	96	118
Socs4	126	68	57	41	47	46
Mapk1ip1l	652	468	213	225	255	231
Lgals3	148	91	60	69	62	88
Dlgap5	1002	680	295	367	342	330
Fbxo34	268	181	104	80	102	69
Gm35166	5	1	0	0	1	0
Atg14	399	275	157	182	161	155
Ktn1	1000	706	302	316	318	360
Peli2	57	49	15	18	26	8
Tmem260	23	18	8	7	11	11
Otx2	567	328	188	199	155	151
Otx2os1	2	6	3	10	3	2
Exoc5	443	272	135	137	124	141
Ap5m1	142	86	48	45	42	42
Naa30	256	168	72	59	81	95
Gm48935	4	1	1	2	2	4
X1700011H14Rik	1	1	0	1	2	0
X3632451O06Rik	99	54	34	29	38	39
Ttc5	442	296	148	155	185	171
Ccnb1ip1	185	173	96	88	163	182
Parp2	442	344	170	194	171	161
Tep1	43	37	18	15	21	18
Gm26782	65	35	12	22	22	25
Klhl33	1	4	0	2	0	1
Osgep	974	654	272	315	367	354
Apex1	1970	1286	630	640	781	803
Tmem55b	539	356	222	187	207	235
Pnp	963	606	287	326	379	390
Pnp2	75	58	38	30	43	34
Rnase4	8	9	5	6	3	4
Ang	5	5	1	2	5	0
Rnase1	8	3	4	2	3	2
Gm5622	1	0	0	0	0	0
Mettl17	84	76	41	24	42	49
Slc39a2	14	4	5	1	4	6
Ndrg2	142	77	77	56	67	56
Arhgef40	26	9	4	5	2	9
Zfp219	253	138	73	79	111	86
Tmem253	6	4	2	2	2	0
Gm49086	4	3	1	0	2	0
Hnrnpc	5603	3426	1729	1847	1996	2028
Rpgrip1	157	137	90	59	66	66
Supt16	4589	2866	1402	1408	1493	1544
Gm26590	8	3	1	1	0	1
Chd8	853	605	311	345	337	358
Rab2b	127	67	45	34	51	36
Tox4	762	456	272	299	264	280
Mettl3	149	134	59	42	76	50
Sall2	20	13	14	17	14	16
Trdc	3	0	0	0	0	0
Dad1	2157	1341	715	693	872	810
Abhd4	112	110	51	43	47	72
Oxa1l	448	332	169	153	165	209
Slc7a7	256	161	78	66	65	80
Mrpl52	1291	1015	596	622	673	681
Mmp14	44	33	12	17	18	17
Lrp10	186	122	60	56	76	57
Rem2	21	6	3	3	3	5
Prmt5	987	680	309	338	438	412
Haus4	1140	633	315	309	409	386
Ajuba	301	201	114	113	126	117
X4931414P19Rik	11	9	4	5	3	14
Psmb5	4849	3222	1517	1632	1962	1794
Cdh24	14	11	4	6	15	9
Acin1	2646	1630	856	875	981	973
X4930579G18Rik	1	1	1	0	1	0
X1700123O20Rik	348	216	87	110	142	120
Slc7a8	16	8	6	3	6	6
Rnf212b	25	20	14	8	9	10
Homez	26	9	8	5	13	7
Ppp1r3e	5	5	5	2	5	4
Bcl2l2	15	9	10	4	8	7
Pabpn1	533	340	180	160	197	221
Slc22a17	37	26	7	7	10	10
Efs	42	27	15	19	23	19
Cmtm5	0	0	0	0	0	0
Myh6	14	11	6	8	3	8
Myh7	4	4	2	1	4	3
Ngdn	632	385	201	217	218	209
Zfhx2	101	76	33	34	47	42
Ap1g2	23	26	10	11	11	9
Jph4	17	8	4	4	4	4
Dhrs4	446	275	151	153	161	181
Carmil3	17	17	7	15	9	3
Pck2	118	83	42	54	70	54
Dcaf11	142	102	55	57	45	58
Fitm1	16	18	4	2	4	11
Psme1	1132	802	374	375	489	492
Emc9	134	72	29	31	39	37
Psme2	680	491	205	240	246	291
Rnf31	159	85	57	41	51	55
Irf9	54	50	16	22	27	26
Rec8	164	140	40	52	71	58
Ipo4	342	240	117	90	137	128
Tm9sf1	70	32	17	19	19	18
AC174678.1	7	11	3	1	5	5
Mdp1	361	227	131	129	130	151
Nedd8	3545	2271	1063	1160	1358	1294
Gmpr2	145	99	43	42	61	48
Tinf2	145	114	58	44	72	72
Tgm1	7	3	1	5	3	1
Rabggta	168	118	68	80	82	68
Dhrs1	148	77	32	49	57	51
Nop9	508	304	141	136	143	174
Cideb	4	5	0	4	1	2
Ltb4r2	2	2	1	2	3	2
Ltb4r1	5	2	2	2	2	0
Adcy4	0	3	0	0	0	0
Ripk3	130	81	44	43	51	55
Nfatc4	94	55	33	39	29	38
Nynrin	131	84	45	37	41	39
Gm26751	3	2	0	1	4	1
Cbln3	3	5	1	0	1	1
Khnyn	106	56	36	38	42	43
Sdr39u1	51	37	15	19	29	31
Atp12a	5	9	1	4	1	4
Rnf17	1334	910	390	441	420	392
Cenpj	180	126	53	64	83	69
Parp4	56	44	15	14	15	17
Mphosph8	3462	2396	1246	1222	1447	1439
Gm16973	32	14	16	9	11	14
Pspc1	1142	676	376	334	391	426
Zmym5	310	222	107	89	127	134
Zmym2	401	291	133	131	128	153
Gja3	1	0	1	1	0	1
Gjb2	4	2	0	2	4	0
Gjb6	0	1	0	0	0	0
Cryl1	72	36	16	17	26	16
Ift88	177	144	43	71	58	66
Il17d	31	26	16	12	16	13
Eef1akmt1	581	384	167	183	208	236
Xpo4	502	295	153	166	193	198
Lats2	62	22	8	14	9	13
Sap18	178	108	55	65	61	60
Ska3	164	103	54	52	57	62
Mrpl57	1973	1387	680	663	758	806
Zdhhc20	373	215	96	120	135	123
Micu2	249	195	67	96	90	95
Fgf9	2	2	2	0	0	0
Rcbtb1	202	148	78	86	76	86
Phf11d	413	300	125	144	182	136
Phf11c	6	6	4	3	3	0
Setdb2	69	39	20	23	13	20
Cab39l	165	117	45	49	57	67
Cdadc1	136	89	41	49	57	44
Shisa2	67	44	21	24	21	15
Atp8a2	11	9	5	2	5	7
Nupl1	1	0	0	1	0	1
Gm49336	232	155	66	71	76	77
Mtmr6	51	40	17	23	19	23
Amer2	2	1	0	1	0	5
Gm29266	1	1	0	0	1	0
Spata13	91	52	27	39	25	38
C1qtnf9	2	1	0	0	0	0
Mipep	145	86	34	42	54	59
Tnfrsf19	165	108	48	57	66	64
Sacs	276	143	81	81	77	95
Ebpl	752	474	210	195	258	235
Kpna3	840	494	246	285	256	276
Spryd7	161	112	71	62	50	59
Trim13	364	245	121	144	149	148
Kcnrg	7	6	6	1	1	1
Gm27010	14	6	7	8	2	0
Gm26916	8	3	1	6	3	2
Gm27017	6	5	0	1	2	1
Dleu7	16	14	4	4	12	6
Rnaseh2b	937	592	306	277	323	368
Fam124a	6	6	2	2	2	4
Ints6	502	290	168	171	161	193
Wdfy2	81	61	26	30	35	27
Defb42	45	29	15	10	18	17
Ctsb	515	383	207	187	225	240
Fdft1	1000	740	284	258	344	355
Neil2	54	43	30	33	23	30
Gata4	14	9	0	3	7	6
Fam167a	4	5	0	0	3	3
Tdh	3787	2533	1210	1235	1452	1440
Mtmr9	116	84	39	46	40	48
Xkr6	55	22	22	19	8	11
Pinx1	462	318	187	172	209	188
Sox7	4	2	3	1	1	4
Msra	90	70	31	31	46	29
Mir124a.1hg	10	6	2	5	1	4
Kif13b	275	187	96	82	84	92
Hmbox1	97	69	33	28	32	35
Ints9	201	158	74	59	61	92
Extl3	88	49	23	31	21	20
Fzd3	119	66	25	27	25	34
Fbxo16	42	26	13	12	9	16
Zfp395	78	47	17	23	38	29
Pnoc	24	27	2	6	8	13
Elp3	437	293	155	129	153	196
Nuggc	18	15	13	6	9	7
Scara5	2	3	4	2	1	1
Pbk	331	263	99	127	143	147
Esco2	1927	1371	676	743	706	756
Ccdc25	656	443	257	269	288	294
Scara3	2	2	1	0	2	1
Clu	91	54	36	29	55	45
Gulo	28	18	8	12	11	9
Adam2	4	7	2	0	0	0
Ephx2	1074	695	270	282	325	328
Ptk2b	69	30	22	23	26	29
Trim35	272	141	86	94	86	109
Stmn4	10	11	4	2	3	2
Adra1a	0	0	0	0	0	0
Dpysl2	55	39	21	17	19	19
Gm5464	3	1	2	1	0	2
Pnma2	64	44	18	16	22	22
Bnip3l	2241	1370	709	737	807	853
Ppp2r2a	1470	962	436	480	476	548
Ebf2	10	5	3	4	0	2
Cdca2	521	357	201	174	205	195
Kctd9	91	75	37	32	35	34
Gnrh1	1	3	2	0	1	2
Dock5	197	139	79	71	67	88
Nefm	202	57	72	65	38	50
Nefl	411	225	163	154	140	143
Adamdec1	0	1	0	0	0	0
Adam28	3	1	0	0	0	2
Stc1	27	16	15	9	11	13
Nkx3.1	4	6	2	1	2	2
Slc25a37	56	42	23	23	28	19
Loxl2	90	62	52	30	35	38
R3hcc1	337	224	108	116	135	126
Chmp7	268	149	72	89	101	71
X4930480K23Rik	2	5	2	3	1	2
Tnfrsf10b	91	74	38	47	51	50
Rhobtb2	46	37	18	20	19	25
Egr3	71	22	9	6	9	8
Bin3	55	34	18	29	25	18
Ccar2	53	32	15	18	25	25
X9930012K11Rik	28	17	6	10	10	13
Pdlim2	82	47	27	32	24	20
Sorbs3	5	6	2	1	4	5
AC151836.1	0	0	0	0	0	1
Ppp3cc	20	11	4	6	6	5
Slc39a14	248	121	64	61	64	86
Piwil2	57	27	14	19	23	23
Polr3d	406	285	148	148	175	174
Bmp1	9	5	3	2	7	5
Lgi3	0	2	0	0	0	1
Reep4	168	110	64	66	82	61
Hr	4	3	1	1	5	1
Nudt18	57	48	26	25	36	33
Fam160b2	51	34	18	18	15	18
Dmtn	77	58	26	20	22	27
Fgf17	36	38	24	22	9	20
Npm2	3	9	4	0	5	7
Xpo7	353	225	119	113	126	145
Dok2	31	19	12	8	7	13
X2410012E07Rik	20	12	7	6	3	4
Gfra2	2	3	0	0	1	0
Fndc3a	343	253	125	122	123	129
Rcbtb2	230	138	67	61	88	85
Gm17233	0	2	0	0	0	0
Rb1	283	168	79	87	95	99
Lpar6	175	91	55	34	59	35
Itm2b	1046	669	380	341	437	443
Med4	800	493	267	283	302	277
Nudt15	20	15	10	4	8	8
Sucla2	961	634	276	299	321	369
Gm49164	6	2	2	1	6	2
Esd	2165	1319	722	713	782	814
Lrch1	64	69	20	18	26	25
Lcp1	14	12	4	5	9	8
Cpb2	0	0	0	0	0	0
Zc3h13	1546	1081	579	598	659	635
Cog3	79	41	33	19	22	27
Slc25a30	94	70	26	28	38	35
Gm4285	4	1	4	1	1	2
Tpt1	52545	32180	15890	17101	18980	18373
Gtf2f2	715	434	249	205	259	234
Kctd4	7	5	1	1	4	4
Gpalpp1	250	135	96	91	98	68
Nufip1	962	644	316	326	370	356
Tsc22d1	1033	686	419	404	392	458
X4930444M15Rik	21	13	10	12	9	11
E130202H07Rik	8	4	3	0	2	0
